PC1,PC2
-1.8639507242550306,1.7500621589129808
3.24060363663884,-0.6705853702586151
-2.467511905839214,-0.7146137318682231
1.0357028671346693,1.4831000604021705
1.4722679192587835,5.616664820366541
3.664732052724709,-0.7017623789907822
0.2017280089956565,-0.8352499688465935
3.1067138732927226,-0.5979245541250178
-0.5680323246470254,0.039824942670361005
-2.3700010259338176,-1.8379731745742147
-2.362937753811973,-1.6684101619048548
0.512122151786083,4.464983178657938
-2.5211875739711096,-1.183257942605638
-0.5893624961369199,-0.06311650505754335
-1.5417809460916323,0.8855869826395625
0.5673727001797753,0.5047074278206936
-2.1884598021631083,2.446452299920202
1.187141335158895,1.3706938757376546
-1.27931911461715,1.2644150194493193
-0.35783453897824297,-0.2438395411285308
3.523067626069355,-1.9126833837487864
0.5386533304595021,-0.03973198503109998
3.5064962771576336,-0.7236804044824253
-0.28884662606846256,0.17643172667179402
1.203006438374725,1.02175302308825
-2.708095402391943,1.2880889023563518
3.5968507794532822,-0.8560952452950227
2.6203623011631203,-1.4928824915413328
-0.6220543399956806,2.87038985296065
0.8507621975534118,3.86693072848458
-1.731634445107098,0.9871431359323842
0.8567124864370573,-0.8298496428095995
0.6553607039024736,0.056732613181675766
0.5852352395892161,-0.7734069394008672
0.5514026705429622,-1.5923445028474157
1.3196213253751756,3.1926419531769383
0.8476822530189911,-1.9690866848519026
-2.4199286085550287,-1.514339788320628
0.9735421919046527,-0.18421623537714152
0.34857968747800216,0.2240345277945243
2.3794209424524153,-1.3237276304297356
0.6643682800273372,0.06425302093093133
-2.1610461819541595,-0.5661515605943023
0.6349022212236733,-2.3927981454106146
-1.284386792132562,0.9263019070020954
1.6951049426174263,4.447149620911347
2.7264941872054274,-1.7489166066750959
-2.2361248096000095,-1.233431963171948
0.33684160304714034,3.8855999643838883
-2.3912575349423197,-1.0405116206416347
-0.7641479570412575,0.600382353188546
1.4325089189623066,1.3569219435132138
-1.53820179518524,2.197275867378798
0.9024970260238695,-0.7984362206896348
2.8553263972558214,-1.7449792465370655
0.4019325767329762,3.875034859222051
3.296301806959418,-1.2260678471586124
1.7015329721525632,5.3152350638108015
-2.000581976690887,1.310758149492857
-2.337616090321028,-1.0667596424284176
0.601036695145955,4.431488322839893
-2.4762298774112947,-1.446986319768519
0.567012932269685,-1.530961916526194
2.504071761700286,-1.400414391469474
0.3626283148958728,3.183253779935595
-2.6313521878120882,-1.7418566654231755
-2.320826399906294,-1.5716840562985337
2.575572545534989,-1.1725409070931063
0.1980486887841888,-1.2810238821136535
-2.563555804117101,-0.9485173252170247
-2.6617944118214045,-1.0084806995895177
0.5161589367753175,-0.05591052207301117
3.1249117108793754,-1.6235527175669084
1.5932552269615161,3.999517120347802
0.8416075866629485,4.493370817570647
-2.7512228036849793,-1.641911505855078
-2.5449496160054377,1.3723034623592267
1.0798356556191966,-1.0114690969263895
0.6410065277494651,-2.0938558532101093
1.432104112894989,4.652192612691647
1.4003255316066618,-1.2653375795068393
0.43958395889109303,-0.001567996843544641
-2.4752350704058506,-1.072223226749751
1.3046653067139906,-0.03979937267863842
3.39385099983866,-1.7293705342045846
-1.8440921879768568,1.5243334064996261
0.46174894368130437,3.8497104712063543
-0.2798956792985267,0.18745092900054217
0.45775744588332334,0.04270711219090217
0.9477229498760641,1.2396571265817602
-0.9306837686493904,0.06207956383022808
-2.633132343190557,-0.9692049705880298
0.7726563516532424,4.176446901093015
-2.8827189090744905,-1.3317809925818058
-1.5654662605672403,1.237650292149007
-1.8196431237065025,1.9493513340116593
-2.3479256648621303,-1.2297477414130005
0.409943216250647,0.585805509932565
-2.484226281150563,-0.23495432474615155
0.3838038428242025,4.122696892286875
3.2039403814952316,-0.3741550307852717
1.1112405522882556,4.637979661779084
-2.7681473538519943,-0.1910695887526074
0.7387838693747932,1.162462580117466
0.7584840835212603,-0.9724501396403388
